,Name,DateTime,OutcomeType,AnimalType,AgeuponOutcome,Color,Day_of_Week,Hour_0,Hour_12and13,Hour_14and15,Hour_16and19,Hour_17and18,Hour_7and8,Hour_9,Hour_other_time,My_Breeds_Australian Cattle Dog,My_Breeds_Australian Shepherd,My_Breeds_Border Collie,My_Breeds_Boxer,My_Breeds_Bulldog,My_Breeds_Catahoula,My_Breeds_Chihuahua Shorthair,My_Breeds_Dachshund,My_Breeds_Domestic Longhair,My_Breeds_Domestic Medium Hair,My_Breeds_Domestic Shorthair,My_Breeds_German Shepherd,My_Breeds_Husky,My_Breeds_Labrador Retriever,My_Breeds_Miniature Poodle,My_Breeds_Pit Bull,My_Breeds_Rat Terrier,My_Breeds_Rottweiler,My_Breeds_Siamese,My_Breeds_other
8541,0,2016-02-02 19:16:00,Transfer,0,1.0,Brown Tabby/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2051,1,2015-07-26 15:18:00,Return_to_owner,1,10.0,Brown/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2994,1,2016-01-05 13:20:00,Transfer,0,7.0,Blue,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24107,1,2014-09-12 08:18:00,Adoption,1,5.0,Tan/White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1655,1,2014-10-18 17:25:00,Adoption,1,1.0,Tan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9405,1,2014-11-30 13:48:00,Return_to_owner,1,5.0,Tricolor/White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18073,0,2014-11-02 16:09:00,Transfer,1,2.0,Buff,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22421,1,2016-01-08 16:15:00,Adoption,0,0.25,Cream Tabby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18042,0,2015-02-04 13:29:00,Adoption,1,0.5833333333333334,Buff,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25639,1,2014-05-19 14:25:00,Return_to_owner,1,3.0,Sable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10758,1,2016-02-03 14:29:00,Return_to_owner,1,4.0,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14477,1,2013-12-13 12:45:00,Adoption,1,6.0,Chocolate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15076,1,2015-07-22 09:32:00,Transfer,1,2.0,Tan/White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6249,1,2016-02-21 15:52:00,Adoption,0,0.5,Tortie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25096,1,2013-11-23 11:03:00,Transfer,1,0.3333333333333333,Red,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2031,1,2013-12-25 12:14:00,Euthanasia,1,2.0,White/Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14093,1,2014-10-04 12:33:00,Adoption,0,0.08333333333333333,Orange Tabby,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8769,1,2015-10-18 17:48:00,Adoption,0,1.0,Black,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7007,1,2014-11-12 12:58:00,Adoption,0,6.0,Cream Tabby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8654,0,2014-01-08 18:48:00,Adoption,1,0.9166666666666666,Blue Tick/Tan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10487,1,2014-12-24 11:10:00,Adoption,1,7.0,Black/Brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13896,1,2014-02-02 16:45:00,Return_to_owner,1,1.0,Tricolor,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12604,1,2016-01-06 16:20:00,Return_to_owner,1,4.0,Gray/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2388,0,2015-12-10 11:56:00,Adoption,0,0.3333333333333333,Lynx Point,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4421,0,2014-07-16 09:00:00,Transfer,0,0.5833333333333334,Brown Tabby,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14653,1,2014-08-16 13:51:00,Adoption,0,0.25,Black,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3703,0,2014-07-18 16:00:00,Transfer,0,0.010958904109589041,Orange Tabby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2705,1,2015-05-28 10:09:00,Euthanasia,1,4.0,Brown Brindle/White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19531,0,2014-09-02 13:57:00,Adoption,1,0.4166666666666667,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23449,0,2014-09-24 12:46:00,Transfer,0,0.00821917808219178,Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4487,1,2015-05-17 17:49:00,Euthanasia,0,0.07407407407407407,Cream Tabby,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8457,1,2015-08-22 12:15:00,Adoption,0,5.0,Calico,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17867,1,2014-06-28 13:40:00,Euthanasia,0,14.0,Black,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11400,1,2014-09-10 10:14:00,Euthanasia,1,1.0,Black Brindle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2657,1,2015-12-29 19:07:00,Adoption,1,2.0,Black/Brown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20651,1,2013-11-09 12:09:00,Adoption,1,2.0,Buff,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26062,0,2014-12-21 19:15:00,Died,1,0.5,Black/White,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12886,1,2014-06-21 09:16:00,Return_to_owner,0,8.0,Orange Tabby/White,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25579,1,2015-11-09 16:30:00,Adoption,1,0.08333333333333333,White/Brown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16459,1,2014-10-07 18:33:00,Adoption,1,4.0,Tricolor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9159,0,2015-04-03 16:46:00,Transfer,0,0.037037037037037035,Blue,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6801,1,2014-11-22 11:32:00,Return_to_owner,1,11.0,Tan,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21968,1,2014-01-20 14:24:00,Transfer,1,3.0,Tan/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7746,1,2015-12-18 14:54:00,Transfer,1,2.0,White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15315,0,2014-09-02 17:42:00,Adoption,1,0.25,Tan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23049,0,2015-01-27 18:06:00,Adoption,1,1.0,White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7894,0,2013-12-31 17:15:00,Transfer,1,2.0,Tan/Red,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,1,2014-11-12 18:27:00,Adoption,1,0.3333333333333333,Red/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3831,0,2015-09-07 09:00:00,Transfer,0,0.6666666666666666,Brown Tabby/White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9177,0,2015-07-18 19:50:00,Adoption,0,0.16666666666666666,Brown Tabby/White,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17851,1,2015-02-22 12:30:00,Return_to_owner,1,1.0,Black,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15949,1,2015-04-19 19:22:00,Adoption,1,0.08333333333333333,Black/White,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18391,0,2015-07-06 10:34:00,Euthanasia,0,0.08333333333333333,Blue Tabby,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13571,1,2014-01-06 17:24:00,Adoption,0,0.8333333333333334,Blue,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7363,1,2014-07-11 17:43:00,Adoption,0,0.16666666666666666,Black/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16038,1,2015-02-23 14:59:00,Transfer,1,0.3333333333333333,Tan,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4955,1,2015-06-24 15:14:00,Transfer,1,0.25,White/Brown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12113,0,2015-06-29 12:01:00,Transfer,1,0.16666666666666666,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26039,0,2014-01-05 14:37:00,Adoption,1,1.0,White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8639,0,2015-08-30 08:34:00,Died,0,0.08333333333333333,Brown Tabby/White,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21107,0,2014-11-29 12:43:00,Transfer,1,0.25,Liver/White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19138,1,2014-03-07 15:46:00,Euthanasia,1,2.0,Black/Brown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12637,1,2014-04-25 16:20:00,Adoption,1,0.6666666666666666,Sable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12567,1,2014-10-20 11:55:00,Return_to_owner,1,10.0,Black/White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15325,1,2015-09-03 18:27:00,Adoption,1,0.16666666666666666,Tricolor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
603,0,2014-10-10 09:00:00,Transfer,0,0.4166666666666667,Black,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19789,1,2013-12-04 14:32:00,Return_to_owner,0,2.0,Orange Tabby/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17363,1,2015-12-08 15:34:00,Return_to_owner,1,2.0,Blue/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15405,1,2014-09-29 16:19:00,Transfer,1,0.4166666666666667,Tan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24202,1,2016-02-10 00:00:00,Transfer,1,2.0,Black/White,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18624,1,2015-11-23 00:00:00,Transfer,1,3.0,Brown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12824,0,2015-12-27 15:17:00,Euthanasia,0,2.0,Orange Tabby,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2812,1,2015-01-29 17:01:00,Return_to_owner,1,4.0,Brown Brindle/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21134,1,2014-10-26 17:22:00,Return_to_owner,1,0.75,Tan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21272,1,2015-04-24 15:34:00,Transfer,1,0.4166666666666667,Black,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16579,1,2015-04-16 13:11:00,Adoption,1,3.0,White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20971,1,2013-12-24 17:03:00,Adoption,1,2.0,Tan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21208,1,2015-11-24 16:54:00,Adoption,1,1.0,Black/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22619,1,2014-06-15 15:10:00,Transfer,0,0.16666666666666666,Tortie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6710,1,2013-10-27 14:40:00,Adoption,0,0.25,Brown Tabby,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5978,0,2014-09-23 13:21:00,Transfer,0,0.018518518518518517,Black/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15157,0,2014-05-14 17:12:00,Transfer,0,0.05555555555555555,Black/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20480,0,2015-05-22 17:57:00,Adoption,1,1.0,Black/Tan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21169,1,2014-05-07 18:25:00,Adoption,0,0.08333333333333333,Brown Tabby/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8083,0,2016-01-02 12:09:00,Transfer,1,0.16666666666666666,Yellow,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14634,0,2015-08-26 19:03:00,Adoption,0,0.25,Brown Tabby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10396,1,2015-02-20 19:10:00,Return_to_owner,1,3.0,White/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12542,1,2015-09-16 13:07:00,Euthanasia,1,11.0,Brown/Black,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20772,1,2015-03-03 18:05:00,Adoption,0,0.16666666666666666,Brown Tabby/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24768,1,2013-12-22 15:07:00,Return_to_owner,1,3.0,Tan,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13301,0,2014-11-10 16:36:00,Euthanasia,1,0.4166666666666667,Brown/White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
495,1,2015-11-05 14:33:00,Adoption,1,3.0,Black/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12003,1,2015-08-24 13:58:00,Transfer,0,7.0,Seal Point,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17596,1,2014-03-30 15:21:00,Return_to_owner,1,1.0,Brown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21001,0,2014-03-18 17:58:00,Return_to_owner,0,10.0,Orange Tabby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13996,1,2015-02-07 11:18:00,Return_to_owner,1,4.0,Brown Brindle/White,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,1,2015-01-12 00:00:00,Transfer,1,6.0,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,1,2016-02-16 15:10:00,Transfer,0,2.0,Tortie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1798,1,2015-11-13 13:07:00,Adoption,0,0.16666666666666666,Brown Tabby,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18552,0,2014-11-13 08:20:00,Euthanasia,0,0.08333333333333333,Brown Tabby/White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22085,1,2015-10-12 14:16:00,Transfer,1,9.0,Tan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,1,2015-11-07 14:05:00,Adoption,0,8.0,Blue Tabby,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18438,1,2014-12-27 11:14:00,Transfer,1,2.0,White/Brown Brindle,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,0,2015-08-01 09:00:00,Transfer,0,1.0,Orange Tabby,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6902,1,2013-11-02 16:36:00,Adoption,1,4.0,Yellow,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8828,1,2015-08-28 16:00:00,Adoption,0,0.16666666666666666,Black,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15452,1,2015-03-24 12:16:00,Transfer,1,8.0,Tan/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21416,1,2014-09-13 14:11:00,Adoption,0,0.16666666666666666,Blue/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11118,1,2015-07-09 16:06:00,Adoption,0,0.16666666666666666,Calico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21257,0,2014-05-21 17:37:00,Transfer,0,0.08333333333333333,Brown Tabby,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10998,1,2015-08-18 18:16:00,Return_to_owner,1,8.0,White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12929,1,2016-01-04 00:00:00,Transfer,0,1.0,Brown Tabby,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8673,1,2016-01-07 17:09:00,Adoption,1,0.16666666666666666,Brown Brindle/White,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15914,1,2015-04-22 18:30:00,Return_to_owner,1,4.0,Blue/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13323,1,2013-12-31 15:26:00,Transfer,0,0.16666666666666666,Black Tabby/White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16349,1,2015-04-20 13:43:00,Adoption,1,0.3333333333333333,Fawn/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13335,1,2015-08-22 13:21:00,Adoption,0,0.3333333333333333,Black/White,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21168,0,2014-08-16 09:00:00,Transfer,0,1.0,Orange Tabby,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19479,1,2014-10-26 17:21:00,Euthanasia,1,1.0,White/Tan,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14340,1,2015-03-24 17:36:00,Return_to_owner,1,2.0,Fawn/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5310,1,2014-12-09 18:50:00,Adoption,1,2.0,White/Brown,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4871,0,2015-01-27 09:00:00,Transfer,0,1.0,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10823,0,2013-11-24 17:48:00,Adoption,0,0.16666666666666666,Blue/White,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13594,0,2015-07-19 14:55:00,Adoption,0,0.25,Black/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6782,1,2015-02-22 14:50:00,Return_to_owner,1,2.0,Chocolate/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14799,1,2015-08-31 17:15:00,Adoption,1,0.16666666666666666,Black/White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21343,0,2014-04-26 15:25:00,Transfer,0,0.037037037037037035,Brown Tabby/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6759,1,2015-08-27 12:54:00,Return_to_owner,0,5.0,Orange/White,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12561,0,2014-03-21 16:35:00,Transfer,1,0.3333333333333333,Red Tick/White,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18620,0,2014-10-31 15:58:00,Transfer,0,0.05555555555555555,Blue Tabby,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20893,0,2013-10-02 17:47:00,Adoption,1,0.9166666666666666,Buff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12240,1,2015-12-17 13:58:00,Transfer,0,0.08333333333333333,Seal Point,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10695,1,2015-06-23 14:20:00,Adoption,1,8.0,Black/Tan,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22496,1,2015-08-06 11:37:00,Return_to_owner,1,10.0,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6357,1,2014-03-23 18:33:00,Adoption,0,2.0,Blue Tabby,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13587,1,2014-06-29 15:07:00,Adoption,1,0.9166666666666666,Brown/White,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10650,1,2015-08-29 14:31:00,Adoption,1,0.16666666666666666,Brown Brindle/White,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26566,1,2015-07-06 00:00:00,Transfer,0,0.16666666666666666,Orange Tabby,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13506,1,2015-09-30 17:30:00,Adoption,0,0.08333333333333333,Black,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22191,0,2014-06-27 16:52:00,Return_to_owner,0,0.25,Blue Tabby,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,1,2015-06-23 11:08:00,Return_to_owner,1,3.0,Brown,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14908,1,2015-01-10 12:28:00,Adoption,0,0.6666666666666666,Tortie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
